EvidenceID,CaseMasterID,EvidenceType,Description,CollectionDate
332,151,Blood Sample,Blood sample collected from the scene of occurrence for forensic DNA analysis.,2023-10-17
333,151,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2023-09-17
334,151,CCTV Footage,CCTV footage obtained from the scene of occurrence covering the period of the incident.,2023-09-29
335,151,Weapon Recovery,Weapon suspected to be used in the offence recovered from the scene of occurrence and sent for forensic examination.,2023-10-22
336,152,IP Access Log,IP access logs obtained from the service provider linked to the reported activity.,2024-08-11
337,152,Screenshot Evidence,Screenshots of the fraudulent communication submitted by the complainant.,2024-09-01
338,153,Seizure Photograph,Photographs taken at the time of seizure of case property.,2026-07-19
339,153,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2026-07-28
340,153,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2026-06-19
341,154,Server Log,Server access logs obtained from the platform involved in the incident.,2025-04-27
342,155,Victim Statement Record,Detailed statement of the victim recorded regarding the incident.,2025-03-22
343,155,Travel Document,Travel/identity documents of the victim seized during the investigation.,2025-02-26
344,155,Call Detail Record,Call detail records of the accused/victim obtained from the service provider.,2025-02-01
345,155,Rescue Report,Rescue operation report prepared by the investigating team.,2025-02-28
346,156,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2024-08-25
347,156,Seizure Photograph,Photographs taken at the time of seizure of case property.,2024-09-03
348,156,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2024-08-29
349,157,Video Recording,Video recording of the incident obtained from bystanders/media sources.,2023-04-24
350,158,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2025-10-20
351,158,Seized Document,Documents seized from the accused relevant to the investigation.,2025-09-14
352,158,Digital Communication Record,Digital communication records recovered relevant to the case.,2025-10-11
353,158,Seized Document,Documents seized from the accused relevant to the investigation.,2025-10-26
354,159,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2024-08-11
355,159,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2024-08-19
356,159,Seized Property List,Inventory list of property seized from the scene under panchnama.,2024-09-25
357,160,Seized Weapon/Object,Object used during the incident seized and produced before the court.,2025-07-13
358,160,CCTV Footage,CCTV footage obtained from the victim's residence covering the period of the incident.,2025-06-01
359,160,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2025-06-13
360,160,Video Recording,Video recording of the incident obtained from bystanders/media sources.,2025-07-09
361,160,Seized Weapon/Object,Object used during the incident seized and produced before the court.,2025-06-14
362,162,Tool Mark Analysis,Tool marks found at the point of entry sent for forensic comparison.,2023-12-01
363,164,Seizure Photograph,Photographs taken at the time of seizure of case property.,2023-05-07
364,165,Mechanical Inspection Report,Mechanical inspection report of the vehicle involved in the incident.,2022-11-12
365,165,Breath Analyzer Report,Breath analyzer test report of the accused driver at the time of apprehension.,2023-01-07
366,167,Seized Contraband,Contraband items seized from the accused and sealed as case property.,2025-06-03
367,167,Panchnama Report,Panchnama prepared at the scene documenting the seizure and recovery.,2025-05-01
368,168,Seized Narcotic Substance,Narcotic substance seized from the accused and sealed as case property.,2024-11-08
369,168,Chemical Analysis Report,Chemical analysis report confirming the composition of the seized substance.,2024-10-13
370,168,Seizure Photograph,Photographs taken at the time of seizure of case property.,2024-10-15
371,169,Victim Statement Record,Detailed statement of the victim recorded regarding the incident.,2024-02-21
372,170,Vehicle Damage Report,Vehicle damage inspection report prepared by the motor vehicle inspector.,2025-03-12
373,171,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2023-10-23
374,171,CCTV Footage,CCTV footage obtained from a commercial establishment covering the period of the incident.,2023-10-14
375,172,Seized Document,Documents seized from the accused relevant to the investigation.,2024-11-22
376,172,Digital Communication Record,Digital communication records recovered relevant to the case.,2024-10-16
377,172,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2024-11-04
378,172,Seized Document,Documents seized from the accused relevant to the investigation.,2024-10-16
379,173,Audit Report,Audit report obtained to verify financial irregularities alleged in the case.,2024-03-14
380,173,Digital Ledger,Digital transaction ledger recovered from the accused's device/premises.,2024-02-05
381,175,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2023-04-29
382,175,Digital Communication Record,Digital communication records recovered relevant to the case.,2023-04-14
383,175,Seized Document,Documents seized from the accused relevant to the investigation.,2023-04-04
384,175,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2023-04-22
385,176,Digital Communication Record,Digital communication records recovered relevant to the case.,2024-09-20
386,176,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2024-08-24
387,176,Seized Document,Documents seized from the accused relevant to the investigation.,2024-10-25
388,176,Surveillance Report,Surveillance report prepared by the investigating team prior to action.,2024-09-29
389,177,Seized Property List,Inventory list of property seized from the scene under panchnama.,2026-01-06
390,178,Breath Analyzer Report,Breath analyzer test report of the accused driver at the time of apprehension.,2022-06-27
391,178,CCTV Footage,CCTV footage obtained from a commercial establishment covering the period of the incident.,2022-05-15
392,178,Vehicle Damage Report,Vehicle damage inspection report prepared by the motor vehicle inspector.,2022-05-21
393,178,Mechanical Inspection Report,Mechanical inspection report of the vehicle involved in the incident.,2022-05-10
394,179,Seized Property List,Inventory list of property seized from the scene under panchnama.,2025-07-25
395,179,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2025-08-07
396,181,Seized Weapon/Object,Object used during the incident seized and produced before the court.,2025-11-20
397,181,Scene Photograph,Photographs of the scene of occurrence taken during spot inspection.,2025-10-27
398,182,Server Log,Server access logs obtained from the platform involved in the incident.,2024-09-22
399,183,Post-Mortem Report,Post-mortem report obtained detailing cause and time of death.,2026-10-25
400,183,Blood Sample,Blood sample collected from the scene of occurrence for forensic DNA analysis.,2026-11-16
401,184,CCTV Footage,CCTV footage obtained from a commercial establishment covering the period of the incident.,2023-11-27
402,184,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2023-11-24
403,184,Bank Statement,Bank statement of the victim obtained to trace the fraudulent transaction.,2023-10-28
404,184,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2023-11-26
405,184,Medical Examination Report,Medical examination report of the victim obtained from the treating hospital.,2023-10-20
406,184,Witness Statement Record,Statement of an independent witness recorded under the relevant procedure.,2023-11-14
407,185,Screenshot Evidence,Screenshots of the fraudulent communication submitted by the complainant.,2023-12-09
408,185,Device Forensic Report,Forensic imaging and analysis report of the seized electronic device.,2024-01-09
